time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2025-3-27 20:19:4.643	WT901BLE68-01(48591DE3C19B)	-0.434	-0.859	0.207	4.883	2.319	15.259	-77.61	17.40	-35.61	-74.578	-32.634	76.048	0.75259	-0.58121	0.29572	-0.09070	29.4	13111	100
2025-3-27 20:19:4.643	WT901BLE68-01(48591DE3C19B)	-0.434	-0.877	0.210	2.197	-2.869	19.714	-77.55	17.64	-35.52	-74.578	-32.634	76.048	0.75259	-0.58121	0.29572	-0.09070	29.4	13111	100
2025-3-27 20:19:4.643	WT901BLE68-01(48591DE3C19B)	-0.425	-0.877	0.210	2.197	-2.869	19.714	-77.50	17.89	-35.44	-74.578	-32.634	76.048	0.75259	-0.58121	0.29572	-0.09070	29.4	13111	100
2025-3-27 20:19:4.643	WT901BLE68-01(48591DE3C19B)	-0.410	-0.900	0.224	-0.061	-8.301	23.438	-77.45	18.15	-35.29	-74.578	-32.634	76.048	0.75259	-0.58121	0.29572	-0.09070	29.4	13111	100
2025-3-27 20:19:4.699	WT901BLE68-01(48591DE3C19B)	-0.410	-0.921	0.233	-1.831	-11.353	26.550	-77.40	18.42	-35.13	-74.578	-32.634	76.048	0.75259	-0.58121	0.29572	-0.09070	29.4	13111	100
2025-3-27 20:19:4.700	WT901BLE68-01(48591DE3C19B)	-0.404	-0.921	0.233	-1.831	-11.353	26.550	-77.35	18.70	-34.95	-74.578	-32.634	76.048	0.75259	-0.58121	0.29572	-0.09070	29.4	13111	100
2025-3-27 20:19:4.700	WT901BLE68-01(48591DE3C19B)	-0.404	-0.937	0.240	-3.235	-12.268	29.541	-77.31	19.00	-34.76	-74.578	-32.634	76.048	0.75259	-0.58121	0.29572	-0.09070	29.4	13111	100
2025-3-27 20:19:4.700	WT901BLE68-01(48591DE3C19B)	-0.388	-0.937	0.240	-3.235	-12.268	29.541	-77.27	19.30	-34.57	-74.578	-32.634	76.048	0.75259	-0.58121	0.29572	-0.09070	29.4	13111	100
2025-3-27 20:19:4.731	WT901BLE68-01(48591DE3C19B)	-0.388	-0.934	0.241	-4.395	-12.512	32.349	-77.23	19.61	-34.37	-74.578	-32.634	76.048	0.75259	-0.58121	0.29572	-0.09070	29.4	13111	100
2025-3-27 20:19:4.731	WT901BLE68-01(48591DE3C19B)	-0.362	-0.934	0.241	-4.395	-12.512	32.349	-77.20	19.92	-34.17	-74.578	-32.634	76.048	0.75259	-0.58121	0.29572	-0.09070	29.4	13111	100
2025-3-27 20:19:4.731	WT901BLE68-01(48591DE3C19B)	-0.362	-0.923	0.240	-5.676	-11.841	35.034	-77.17	20.25	-33.98	-74.578	-32.634	76.048	0.75259	-0.58121	0.29572	-0.09070	29.4	13111	100
2025-3-27 20:19:4.731	WT901BLE68-01(48591DE3C19B)	-0.333	-0.923	0.240	-5.676	-11.841	35.034	-77.15	20.59	-33.78	-74.578	-32.634	76.048	0.75259	-0.58121	0.29572	-0.09070	29.4	13111	100
2025-3-27 20:19:4.761	WT901BLE68-01(48591DE3C19B)	-0.333	-0.913	0.232	-6.958	-12.085	36.743	-77.12	20.93	-33.59	-74.578	-32.634	76.048	0.75259	-0.58121	0.29572	-0.09070	29.4	13111	100
2025-3-27 20:19:4.761	WT901BLE68-01(48591DE3C19B)	-0.315	-0.913	0.232	-6.958	-12.085	36.743	-77.11	21.28	-33.39	-74.578	-32.634	76.048	0.75259	-0.58121	0.29572	-0.09070	29.4	13111	100
2025-3-27 20:19:4.761	WT901BLE68-01(48591DE3C19B)	-0.315	-0.905	0.216	-9.399	-13.977	37.537	-77.10	21.62	-33.18	-74.578	-32.634	76.048	0.76953	-0.54474	0.31540	-0.10730	29.4	13111	100
2025-3-27 20:19:4.761	WT901BLE68-01(48591DE3C19B)	-0.279	-0.905	0.216	-9.399	-13.977	37.537	-77.10	21.96	-32.96	-74.578	-32.634	76.048	0.76953	-0.54474	0.31540	-0.10730	29.4	13111	100
2025-3-27 20:19:4.820	WT901BLE68-01(48591DE3C19B)	-0.279	-0.917	0.226	-12.451	-19.043	36.743	-77.10	22.29	-32.73	-74.578	-32.634	76.048	0.76953	-0.54474	0.31540	-0.10730	29.4	13111	100
