time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2025-3-27 15:11:9.956	WT901BLE68-01(48591DE3C19B)	-0.332	-0.892	0.242	-1.404	-0.427	-0.549	-75.99	19.09	-141.04	-51.254	-67.718	-7.350	-0.34305	0.06076	-0.61725	0.70535	31.2	13111	100
2025-3-27 15:11:9.956	WT901BLE68-01(48591DE3C19B)	-0.325	-0.892	0.242	-1.404	-0.427	-0.549	-76.00	19.09	-140.98	-51.254	-67.718	-7.350	-0.34305	0.06076	-0.61725	0.70535	31.2	13111	100
2025-3-27 15:11:9.957	WT901BLE68-01(48591DE3C19B)	-0.325	-0.900	0.239	-2.747	-0.610	-0.610	-76.01	19.08	-140.93	-51.254	-67.718	-7.350	-0.34305	0.06076	-0.61725	0.70535	31.2	13111	100
2025-3-27 15:11:9.957	WT901BLE68-01(48591DE3C19B)	-0.320	-0.900	0.239	-2.747	-0.610	-0.610	-76.03	19.08	-140.87	-51.254	-67.718	-7.350	-0.34305	0.06076	-0.61725	0.70535	31.2	13111	100
2025-3-27 15:11:9.958	WT901BLE68-01(48591DE3C19B)	-0.320	-0.925	0.246	-1.770	-1.282	-1.282	-76.05	19.07	-140.81	-51.254	-67.718	-7.350	-0.34305	0.06076	-0.61725	0.70535	31.2	13111	100
2025-3-27 15:11:9.958	WT901BLE68-01(48591DE3C19B)	-0.325	-0.925	0.246	-1.770	-1.282	-1.282	-76.05	19.06	-140.74	-51.254	-67.718	-7.350	-0.34305	0.06076	-0.61725	0.70535	31.2	13111	100
2025-3-27 15:11:9.958	WT901BLE68-01(48591DE3C19B)	-0.325	-0.915	0.256	-0.549	-1.953	-1.587	-76.06	19.04	-140.67	-51.254	-67.718	-7.350	-0.34305	0.06076	-0.61725	0.70535	31.2	13111	100
2025-3-27 15:11:9.958	WT901BLE68-01(48591DE3C19B)	-0.326	-0.915	0.256	-0.549	-1.953	-1.587	-76.05	19.02	-140.60	-51.254	-67.718	-7.350	-0.35782	0.08246	-0.61578	0.69702	31.2	13111	100
2025-3-27 15:11:9.987	WT901BLE68-01(48591DE3C19B)	-0.326	-0.907	0.256	-1.160	-2.686	-1.892	-76.05	19.00	-140.53	-51.254	-67.718	-7.350	-0.35782	0.08246	-0.61578	0.69702	31.2	13111	100
2025-3-27 15:11:9.987	WT901BLE68-01(48591DE3C19B)	-0.323	-0.907	0.256	-1.160	-2.686	-1.892	-76.04	18.97	-140.45	-51.254	-67.718	-7.350	-0.35782	0.08246	-0.61578	0.69702	31.2	13111	100
2025-3-27 15:11:9.987	WT901BLE68-01(48591DE3C19B)	-0.323	-0.910	0.252	-1.038	-2.686	-2.136	-76.04	18.95	-140.38	-51.254	-67.718	-7.350	-0.35782	0.08246	-0.61578	0.69702	31.2	13111	100
2025-3-27 15:11:9.987	WT901BLE68-01(48591DE3C19B)	-0.323	-0.910	0.252	-1.038	-2.686	-2.136	-76.04	18.92	-140.31	-51.254	-67.718	-7.350	-0.35782	0.08246	-0.61578	0.69702	31.2	13111	100
2025-3-27 15:11:10.46	WT901BLE68-01(48591DE3C19B)	-0.323	-0.901	0.257	-1.160	-2.625	-2.075	-76.03	18.90	-140.24	-51.254	-67.718	-7.350	-0.35782	0.08246	-0.61578	0.69702	31.2	13111	100
2025-3-27 15:11:10.46	WT901BLE68-01(48591DE3C19B)	-0.324	-0.901	0.257	-1.160	-2.625	-2.075	-76.03	18.87	-140.17	-51.254	-67.718	-7.350	-0.35782	0.08246	-0.61578	0.69702	31.2	13111	100
2025-3-27 15:11:10.46	WT901BLE68-01(48591DE3C19B)	-0.324	-0.909	0.259	-1.587	-2.625	-2.075	-76.03	18.85	-140.10	-51.254	-67.718	-7.350	-0.35782	0.08246	-0.61578	0.69702	31.2	13111	100
2025-3-27 15:11:10.46	WT901BLE68-01(48591DE3C19B)	-0.320	-0.909	0.259	-1.587	-2.625	-2.075	-76.03	18.83	-140.03	-51.254	-67.718	-7.350	-0.35782	0.08246	-0.61578	0.69702	31.2	13111	100
2025-3-27 15:11:10.75	WT901BLE68-01(48591DE3C19B)	-0.320	-0.917	0.256	-1.038	-2.991	-2.197	-76.03	18.80	-139.96	-51.254	-67.718	-7.350	-0.35782	0.08246	-0.61578	0.69702	31.2	13111	100
2025-3-27 15:11:10.75	WT901BLE68-01(48591DE3C19B)	-0.317	-0.917	0.256	-1.038	-2.991	-2.197	-76.02	18.77	-139.89	-51.254	-67.718	-7.350	-0.35782	0.08246	-0.61578	0.69702	31.2	13111	100
2025-3-27 15:11:10.75	WT901BLE68-01(48591DE3C19B)	-0.317	-0.919	0.255	-0.610	-2.441	-1.892	-76.01	18.75	-139.82	-51.254	-67.718	-7.350	-0.35782	0.08246	-0.61578	0.69702	31.2	13111	100
2025-3-27 15:11:10.75	WT901BLE68-01(48591DE3C19B)	-0.323	-0.919	0.255	-0.610	-2.441	-1.892	-76.00	18.72	-139.75	-51.254	-67.718	-7.350	-0.35782	0.08246	-0.61578	0.69702	31.2	13111	100
2025-3-27 15:11:10.106	WT901BLE68-01(48591DE3C19B)	-0.323	-0.917	0.255	0.000	-1.282	-1.404	-75.99	18.70	-139.69	-51.254	-67.718	-7.350	-0.35782	0.08246	-0.61578	0.69702	31.2	13111	100
2025-3-27 15:11:10.106	WT901BLE68-01(48591DE3C19B)	-0.322	-0.917	0.255	0.000	-1.282	-1.404	-75.98	18.69	-139.64	-51.254	-67.718	-7.350	-0.35782	0.08246	-0.61578	0.69702	31.2	13111	100
2025-3-27 15:11:10.106	WT901BLE68-01(48591DE3C19B)	-0.322	-0.915	0.252	0.061	-0.854	-1.099	-75.97	18.68	-139.59	-51.254	-67.718	-7.350	-0.35782	0.08246	-0.61578	0.69702	31.2	13111	100
2025-3-27 15:11:10.106	WT901BLE68-01(48591DE3C19B)	-0.325	-0.915	0.252	0.061	-0.854	-1.099	-75.96	18.67	-139.53	-51.254	-67.718	-7.350	-0.35782	0.08246	-0.61578	0.69702	31.2	13111	100
2025-3-27 15:11:10.200	WT901BLE68-01(48591DE3C19B)	-0.325	-0.917	0.251	0.122	-0.305	-0.732	-75.95	18.66	-139.48	-51.254	-67.718	-7.350	-0.35782	0.08246	-0.61578	0.69702	31.2	13111	100
2025-3-27 15:11:10.200	WT901BLE68-01(48591DE3C19B)	-0.332	-0.917	0.251	0.122	-0.305	-0.732	-75.94	18.65	-139.44	-51.254	-67.718	-7.350	-0.35782	0.08246	-0.61578	0.69702	31.2	13111	100
2025-3-27 15:11:10.200	WT901BLE68-01(48591DE3C19B)	-0.332	-0.915	0.252	0.244	-1.038	-0.732	-75.92	18.64	-139.38	-51.254	-67.718	-7.350	-0.35782	0.08246	-0.61578	0.69702	31.2	13111	100
2025-3-27 15:11:10.201	WT901BLE68-01(48591DE3C19B)	-0.327	-0.915	0.252	0.244	-1.038	-0.732	-75.91	18.64	-139.33	-51.254	-67.718	-7.350	-0.35782	0.08246	-0.61578	0.69702	31.2	13111	100
2025-3-27 15:11:10.201	WT901BLE68-01(48591DE3C19B)	-0.327	-0.908	0.252	0.183	-2.380	-0.977	-75.89	18.62	-139.26	-51.254	-67.522	-7.448	-0.35782	0.08246	-0.61578	0.69702	31.2	13111	100
2025-3-27 15:11:10.201	WT901BLE68-01(48591DE3C19B)	-0.323	-0.908	0.252	0.183	-2.380	-0.977	-75.88	18.61	-139.20	-51.254	-67.522	-7.448	-0.35782	0.08246	-0.61578	0.69702	31.2	13111	100
2025-3-27 15:11:10.201	WT901BLE68-01(48591DE3C19B)	-0.323	-0.913	0.254	-0.183	-2.258	-0.977	-75.87	18.60	-139.14	-51.254	-67.522	-7.448	-0.35782	0.08246	-0.61578	0.69702	31.2	13111	100
2025-3-27 15:11:10.201	WT901BLE68-01(48591DE3C19B)	-0.326	-0.913	0.254	-0.183	-2.258	-0.977	-75.85	18.59	-139.08	-51.254	-67.522	-7.448	-0.35782	0.08246	-0.61578	0.69702	31.2	13111	100
2025-3-27 15:11:10.226	WT901BLE68-01(48591DE3C19B)	-0.326	-0.917	0.255	0.366	-2.258	-0.854	-75.83	18.58	-139.01	-51.254	-67.522	-7.448	-0.35782	0.08246	-0.61578	0.69702	31.2	13111	100
2025-3-27 15:11:10.226	WT901BLE68-01(48591DE3C19B)	-0.325	-0.917	0.255	0.366	-2.258	-0.854	-75.82	18.56	-138.95	-51.254	-67.522	-7.448	-0.35782	0.08246	-0.61578	0.69702	31.2	13111	100
2025-3-27 15:11:10.226	WT901BLE68-01(48591DE3C19B)	-0.325	-0.913	0.255	0.366	-2.380	-0.427	-75.79	18.56	-138.88	-51.254	-67.522	-7.448	-0.35782	0.08246	-0.61578	0.69702	31.2	13111	100
2025-3-27 15:11:10.226	WT901BLE68-01(48591DE3C19B)	-0.322	-0.913	0.255	0.366	-2.380	-0.427	-75.78	18.55	-138.82	-51.254	-67.522	-7.448	-0.35782	0.08246	-0.61578	0.69702	31.2	13111	100
2025-3-27 15:11:10.286	WT901BLE68-01(48591DE3C19B)	-0.322	-0.913	0.251	0.488	-1.892	-0.061	-75.76	18.54	-138.76	-51.254	-67.522	-7.448	-0.35782	0.08246	-0.61578	0.69702	31.2	13111	100
2025-3-27 15:11:10.286	WT901BLE68-01(48591DE3C19B)	-0.323	-0.913	0.251	0.488	-1.892	-0.061	-75.74	18.54	-138.70	-51.254	-67.522	-7.448	-0.35782	0.08246	-0.61578	0.69702	31.2	13111	100
2025-3-27 15:11:10.286	WT901BLE68-01(48591DE3C19B)	-0.323	-0.916	0.252	0.427	-2.075	0.244	-75.72	18.54	-138.64	-51.254	-67.522	-7.448	-0.35782	0.08246	-0.61578	0.69702	31.2	13111	100
