time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2025-3-27 17:53:5.28	WT901BLE68-01(48591DE3C19B)	-0.261	-0.917	0.313	0.854	6.897	-1.587	-70.53	15.60	-23.05	-45.178	-32.536	94.080	0.80984	-0.53857	0.21765	-0.08139	30.6	13111	100
2025-3-27 17:53:5.28	WT901BLE68-01(48591DE3C19B)	-0.259	-0.917	0.313	0.854	6.897	-1.587	-70.55	15.60	-23.10	-45.178	-32.536	94.080	0.80984	-0.53857	0.21765	-0.08139	30.6	13111	100
2025-3-27 17:53:5.28	WT901BLE68-01(48591DE3C19B)	-0.259	-0.919	0.314	1.099	7.751	-1.770	-70.56	15.61	-23.16	-45.178	-32.536	94.080	0.80984	-0.53857	0.21765	-0.08139	30.6	13111	100
2025-3-27 17:53:5.28	WT901BLE68-01(48591DE3C19B)	-0.257	-0.919	0.314	1.099	7.751	-1.770	-70.58	15.62	-23.23	-45.178	-32.536	94.080	0.80984	-0.53857	0.21765	-0.08139	30.6	13111	100
2025-3-27 17:53:5.237	WT901BLE68-01(48591DE3C19B)	-0.257	-0.920	0.313	1.160	8.911	-1.892	-70.59	15.63	-23.30	-45.178	-32.536	94.080	0.80984	-0.53857	0.21765	-0.08139	30.6	13111	100
2025-3-27 17:53:5.237	WT901BLE68-01(48591DE3C19B)	-0.259	-0.920	0.313	1.160	8.911	-1.892	-70.61	15.63	-23.37	-45.178	-32.536	94.080	0.80756	-0.53815	0.22491	-0.08701	30.6	13111	100
2025-3-27 17:53:5.238	WT901BLE68-01(48591DE3C19B)	-0.259	-0.923	0.313	1.160	10.071	-1.892	-70.63	15.64	-23.46	-45.178	-32.536	94.080	0.80756	-0.53815	0.22491	-0.08701	30.6	13111	100
2025-3-27 17:53:5.238	WT901BLE68-01(48591DE3C19B)	-0.259	-0.923	0.313	1.160	10.071	-1.892	-70.65	15.66	-23.54	-45.178	-32.536	94.080	0.80756	-0.53815	0.22491	-0.08701	30.6	13111	100
2025-3-27 17:53:5.238	WT901BLE68-01(48591DE3C19B)	-0.259	-0.924	0.315	1.221	10.620	-1.892	-70.67	15.67	-23.63	-45.178	-32.536	94.080	0.80756	-0.53815	0.22491	-0.08701	30.6	13111	100
2025-3-27 17:53:5.238	WT901BLE68-01(48591DE3C19B)	-0.253	-0.924	0.315	1.221	10.620	-1.892	-70.69	15.69	-23.71	-45.178	-32.536	94.080	0.80756	-0.53815	0.22491	-0.08701	30.6	13111	100
2025-3-27 17:53:5.238	WT901BLE68-01(48591DE3C19B)	-0.253	-0.917	0.314	1.465	11.658	-1.709	-70.71	15.70	-23.82	-45.178	-32.536	94.080	0.80756	-0.53815	0.22491	-0.08701	30.6	13111	100
2025-3-27 17:53:5.238	WT901BLE68-01(48591DE3C19B)	-0.258	-0.917	0.314	1.465	11.658	-1.709	-70.73	15.72	-23.92	-45.178	-32.536	94.080	0.80756	-0.53815	0.22491	-0.08701	30.6	13111	100
2025-3-27 17:53:5.267	WT901BLE68-01(48591DE3C19B)	-0.258	-0.917	0.309	1.282	11.780	-1.831	-70.75	15.74	-24.02	-45.178	-32.536	94.080	0.80756	-0.53815	0.22491	-0.08701	30.6	13111	100
2025-3-27 17:53:5.267	WT901BLE68-01(48591DE3C19B)	-0.257	-0.917	0.309	1.282	11.780	-1.831	-70.77	15.75	-24.11	-45.178	-32.536	94.080	0.80756	-0.53815	0.22491	-0.08701	30.6	13111	100
2025-3-27 17:53:5.267	WT901BLE68-01(48591DE3C19B)	-0.257	-0.923	0.312	1.343	11.475	-2.441	-70.80	15.77	-24.21	-45.178	-32.536	94.080	0.80756	-0.53815	0.22491	-0.08701	30.6	13111	100
2025-3-27 17:53:5.267	WT901BLE68-01(48591DE3C19B)	-0.255	-0.923	0.312	1.343	11.475	-2.441	-70.82	15.78	-24.31	-45.178	-32.536	94.080	0.80756	-0.53815	0.22491	-0.08701	30.6	13111	100
2025-3-27 17:53:5.268	WT901BLE68-01(48591DE3C19B)	-0.255	-0.922	0.313	1.587	11.169	-2.991	-70.83	15.78	-24.41	-45.178	-32.536	94.080	0.80756	-0.53815	0.22491	-0.08701	30.6	13111	100
2025-3-27 17:53:5.268	WT901BLE68-01(48591DE3C19B)	-0.250	-0.922	0.313	1.587	11.169	-2.991	-70.85	15.78	-24.51	-45.178	-32.536	94.080	0.80756	-0.53815	0.22491	-0.08701	30.6	13111	100
2025-3-27 17:53:5.268	WT901BLE68-01(48591DE3C19B)	-0.252	-0.912	0.309	1.465	11.230	-3.845	-70.87	15.78	-24.61	-45.178	-32.536	94.080	0.80756	-0.53815	0.22491	-0.08701	30.6	13111	100
