time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2025-3-27 18:2:22.838	WT901BLE68-01(48591DE3C19B)	-0.323	-0.925	0.211	1.038	1.770	-3.784	-77.21	18.34	-38.57	-74.872	-26.264	79.576	-0.76282	0.53894	-0.32147	0.15561	31.1	13111	100
2025-3-27 18:2:22.838	WT901BLE68-01(48591DE3C19B)	-0.323	-0.925	0.211	1.221	1.160	-4.028	-77.21	18.30	-38.59	-74.872	-26.264	79.576	-0.76282	0.53894	-0.32147	0.15561	31.1	13111	100
2025-3-27 18:2:22.838	WT901BLE68-01(48591DE3C19B)	-0.323	-0.925	0.211	1.221	1.160	-4.028	-77.20	18.26	-38.61	-74.872	-26.264	79.576	-0.76282	0.53894	-0.32147	0.15561	31.1	13111	100
2025-3-27 18:2:22.838	WT901BLE68-01(48591DE3C19B)	-0.323	-0.927	0.213	1.465	0.549	-3.967	-77.20	18.23	-38.63	-74.872	-26.264	79.576	-0.76282	0.53894	-0.32147	0.15561	31.1	13111	100
2025-3-27 18:2:22.929	WT901BLE68-01(48591DE3C19B)	-0.319	-0.927	0.213	1.465	0.549	-3.967	-77.18	18.19	-38.65	-74.872	-26.264	79.576	-0.76282	0.53894	-0.32147	0.15561	31.1	13111	100
2025-3-27 18:2:22.929	WT901BLE68-01(48591DE3C19B)	-0.319	-0.933	0.215	1.831	0.732	-3.601	-77.17	18.15	-38.66	-74.872	-26.264	79.576	-0.76282	0.53894	-0.32147	0.15561	31.1	13111	100
2025-3-27 18:2:22.930	WT901BLE68-01(48591DE3C19B)	-0.320	-0.933	0.215	1.831	0.732	-3.601	-77.16	18.12	-38.68	-74.872	-26.264	79.576	-0.76282	0.53894	-0.32147	0.15561	31.1	13111	100
2025-3-27 18:2:22.930	WT901BLE68-01(48591DE3C19B)	-0.320	-0.926	0.212	2.197	1.770	-3.113	-77.15	18.09	-38.70	-74.872	-26.264	79.576	-0.76282	0.53894	-0.32147	0.15561	31.1	13111	100
2025-3-27 18:2:22.930	WT901BLE68-01(48591DE3C19B)	-0.326	-0.926	0.212	2.197	1.770	-3.113	-77.14	18.07	-38.73	-74.872	-26.264	79.576	-0.76282	0.53894	-0.32147	0.15561	31.1	13111	100
2025-3-27 18:2:22.930	WT901BLE68-01(48591DE3C19B)	-0.326	-0.927	0.212	2.258	2.380	-2.808	-77.12	18.05	-38.75	-74.872	-26.264	79.576	-0.76282	0.53894	-0.32147	0.15561	31.1	13111	100
2025-3-27 18:2:22.930	WT901BLE68-01(48591DE3C19B)	-0.327	-0.927	0.212	2.258	2.380	-2.808	-77.11	18.03	-38.78	-74.872	-26.264	79.576	-0.76282	0.53894	-0.32147	0.15561	31.1	13111	100
2025-3-27 18:2:22.930	WT901BLE68-01(48591DE3C19B)	-0.327	-0.933	0.211	2.563	1.770	-2.197	-77.09	18.01	-38.81	-74.872	-26.264	79.576	-0.76282	0.53894	-0.32147	0.15561	31.1	13111	100
2025-3-27 18:2:23.48	WT901BLE68-01(48591DE3C19B)	-0.324	-0.933	0.211	2.563	1.770	-2.197	-77.07	18.00	-38.83	-74.872	-26.264	79.576	-0.76282	0.53894	-0.32147	0.15561	31.1	13111	100
2025-3-27 18:2:23.49	WT901BLE68-01(48591DE3C19B)	-0.324	-0.930	0.210	2.686	1.587	-1.404	-77.06	17.99	-38.85	-74.872	-26.264	79.576	-0.76282	0.53894	-0.32147	0.15561	31.1	13111	100
2025-3-27 18:2:23.49	WT901BLE68-01(48591DE3C19B)	-0.318	-0.930	0.210	2.686	1.587	-1.404	-77.04	17.98	-38.87	-74.872	-26.264	79.576	-0.76282	0.53894	-0.32147	0.15561	31.1	13111	100
2025-3-27 18:2:23.49	WT901BLE68-01(48591DE3C19B)	-0.318	-0.922	0.211	2.869	1.892	-0.854	-77.01	17.98	-38.89	-74.872	-26.264	79.576	-0.76282	0.53894	-0.32147	0.15561	31.1	13111	100
2025-3-27 18:2:23.50	WT901BLE68-01(48591DE3C19B)	-0.315	-0.922	0.211	2.869	1.892	-0.854	-77.00	17.98	-38.91	-74.872	-26.264	79.576	-0.76282	0.53894	-0.32147	0.15561	31.1	13111	100
2025-3-27 18:2:23.50	WT901BLE68-01(48591DE3C19B)	-0.315	-0.920	0.209	2.625	2.502	-0.488	-76.98	17.98	-38.93	-74.872	-26.264	79.576	-0.76282	0.53894	-0.32147	0.15561	31.1	13111	100
