time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2025-3-27 18:7:52.980	WT901BLE68-01(48591DE3C19B)	-0.385	-0.820	0.355	-6.409	22.278	-5.310	-68.08	24.14	-42.23	-78.302	-18.522	80.654	0.79654	-0.46640	0.33698	-0.18524	31.1	13111	100
2025-3-27 18:7:52.980	WT901BLE68-01(48591DE3C19B)	-0.385	-0.822	0.350	-6.836	21.179	-5.188	-68.23	24.13	-42.47	-78.302	-18.522	80.654	0.79654	-0.46640	0.33698	-0.18524	31.1	13111	100
2025-3-27 18:7:52.981	WT901BLE68-01(48591DE3C19B)	-0.433	-0.822	0.350	-6.836	21.179	-5.188	-68.38	24.13	-42.70	-78.302	-18.522	80.654	0.79654	-0.46640	0.33698	-0.18524	31.1	13111	100
2025-3-27 18:7:52.981	WT901BLE68-01(48591DE3C19B)	-0.433	-0.826	0.345	-6.714	16.113	-4.883	-68.52	24.13	-42.90	-78.302	-18.522	80.654	0.79654	-0.46640	0.33698	-0.18524	31.1	13111	100
2025-3-27 18:7:53.10	WT901BLE68-01(48591DE3C19B)	-0.462	-0.826	0.345	-6.714	16.113	-4.883	-68.65	24.11	-43.08	-78.302	-18.522	80.654	0.79654	-0.46640	0.33698	-0.18524	31.1	13111	100
2025-3-27 18:7:53.10	WT901BLE68-01(48591DE3C19B)	-0.462	-0.821	0.330	-6.714	9.583	-4.028	-68.77	24.10	-43.21	-78.302	-18.522	80.654	0.79654	-0.46640	0.33698	-0.18524	31.1	13111	100
2025-3-27 18:7:53.10	WT901BLE68-01(48591DE3C19B)	-0.466	-0.821	0.330	-6.714	9.583	-4.028	-68.87	24.08	-43.31	-78.302	-18.522	80.654	0.79654	-0.46640	0.33698	-0.18524	31.1	13111	100
2025-3-27 18:7:53.10	WT901BLE68-01(48591DE3C19B)	-0.466	-0.810	0.316	-7.507	2.991	-4.272	-68.96	24.05	-43.37	-78.302	-18.522	80.654	0.79654	-0.46640	0.33698	-0.18524	31.1	13111	100
2025-3-27 18:7:53.40	WT901BLE68-01(48591DE3C19B)	-0.464	-0.810	0.316	-7.507	2.991	-4.272	-69.04	24.02	-43.39	-78.302	-18.522	80.654	0.79654	-0.46640	0.33698	-0.18524	31.1	13111	100
2025-3-27 18:7:53.40	WT901BLE68-01(48591DE3C19B)	-0.464	-0.809	0.312	-9.399	-3.052	-4.578	-69.12	23.97	-43.39	-78.302	-18.522	80.654	0.79654	-0.46640	0.33698	-0.18524	31.1	13111	100
